panel,record,chars,rating,segment,complaints,praise,evidence
github_issues,435,2090,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,436,712,,,bugs / reliability,,third-party (review panel)
github_issues,437,893,,,implementation|documentation,,third-party (review panel)
github_issues,438,811,,,,,third-party (review panel)
github_issues,439,1396,,,implementation,reliability,third-party (review panel)
github_issues,440,1722,,,implementation|documentation|bugs / reliability,,third-party (review panel)
github_issues,441,1554,,,documentation|bugs / reliability,,third-party (review panel)
github_issues,442,1715,,,,,third-party (review panel)
github_issues,443,966,,,bugs / reliability,orchestration,third-party (review panel)
github_issues,444,748,,,bugs / reliability,,third-party (review panel)
github_issues,445,1032,,,bugs / reliability,,third-party (review panel)
github_issues,446,705,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,447,2091,,,reporting / export,,third-party (review panel)
github_issues,448,2128,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,449,217,,,feature gaps,,third-party (review panel)
github_issues,450,1934,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,451,2070,,,,,third-party (review panel)
github_issues,452,1902,,,feature gaps|bugs / reliability,,third-party (review panel)
github_issues,453,1196,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,454,2104,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,455,614,,,bugs / reliability,,third-party (review panel)
github_issues,456,259,,,,,third-party (review panel)
github_issues,457,1850,,,implementation|feature gaps|bugs / reliability,,third-party (review panel)
github_issues,458,919,,,bugs / reliability,,third-party (review panel)
github_issues,459,635,,,bugs / reliability,,third-party (review panel)
github_issues,460,1099,,,bugs / reliability,,third-party (review panel)
github_issues,461,1061,,,bugs / reliability,,third-party (review panel)
github_issues,462,586,,,implementation,,third-party (review panel)
github_issues,463,929,,,bugs / reliability,,third-party (review panel)
github_issues,464,693,,,documentation,,third-party (review panel)
github_issues,465,873,,,,,third-party (review panel)
github_issues,466,1290,,,,,third-party (review panel)
github_issues,467,2093,,,documentation|bugs / reliability,,third-party (review panel)
github_issues,468,2088,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,469,1085,,,implementation|reporting / export|bugs / reliability,,third-party (review panel)
github_issues,470,792,,,bugs / reliability,,third-party (review panel)
github_issues,471,1138,,,bugs / reliability,,third-party (review panel)
github_issues,472,2142,,,implementation|documentation,orchestration,third-party (review panel)
github_issues,473,865,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,474,1435,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,475,1375,,,bugs / reliability,,third-party (review panel)
github_issues,476,581,,,bugs / reliability,,third-party (review panel)
github_issues,477,511,,,,,third-party (review panel)
github_issues,478,346,,,,,third-party (review panel)
github_issues,479,819,,,implementation|documentation|bugs / reliability,,third-party (review panel)
github_issues,480,1075,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,481,1113,,,bugs / reliability,,third-party (review panel)
github_issues,482,929,,,bugs / reliability,,third-party (review panel)
github_issues,483,531,,,bugs / reliability,,third-party (review panel)
github_issues,484,2086,,,bugs / reliability,,third-party (review panel)
github_issues,485,1263,,,,orchestration,third-party (review panel)
github_issues,486,2070,,,documentation|bugs / reliability,analytics,third-party (review panel)
github_issues,487,1479,,,bugs / reliability,,third-party (review panel)
github_issues,488,1012,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,489,1287,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,490,2089,,,bugs / reliability,,third-party (review panel)
github_issues,491,1170,,,documentation|bugs / reliability,AI features,third-party (review panel)
github_issues,492,1335,,,bugs / reliability,,third-party (review panel)
github_issues,493,693,,,implementation,,third-party (review panel)
github_issues,494,295,,,,,third-party (review panel)
github_issues,495,792,,,bugs / reliability,,third-party (review panel)
github_issues,496,219,,,implementation,,third-party (review panel)
github_issues,497,2064,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,498,2078,,,bugs / reliability,,third-party (review panel)
github_issues,499,1446,,,bugs / reliability,,third-party (review panel)
github_issues,500,2071,,,bugs / reliability,,third-party (review panel)
github_issues,501,1288,,,bugs / reliability,,third-party (review panel)
github_issues,502,643,,,bugs / reliability,,third-party (review panel)
github_issues,503,878,,,implementation|support,,third-party (review panel)
github_issues,504,1401,,,bugs / reliability,,third-party (review panel)
github_issues,505,739,,,documentation,,third-party (review panel)
github_issues,506,396,,,,,third-party (review panel)
github_issues,507,153,,,,,third-party (review panel)
github_issues,508,862,,,,,third-party (review panel)
github_issues,509,979,,,,,third-party (review panel)
github_issues,510,554,,,bugs / reliability,,third-party (review panel)
github_issues,511,1880,,,feature gaps|documentation,,third-party (review panel)
github_issues,512,2075,,,bugs / reliability,,third-party (review panel)
github_issues,513,2089,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,514,2023,,,bugs / reliability,analytics,third-party (review panel)
github_issues,515,707,,,,,third-party (review panel)
github_issues,516,737,,,implementation|feature gaps|documentation,,third-party (review panel)
github_issues,517,682,,,,,third-party (review panel)
github_issues,518,2121,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,519,488,,,documentation,,third-party (review panel)
github_issues,520,1933,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,521,1203,,,implementation,,third-party (review panel)
github_issues,522,953,,,bugs / reliability,,third-party (review panel)
github_issues,523,2089,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,524,1053,,,bugs / reliability,,third-party (review panel)
github_issues,525,2130,,,bugs / reliability,,third-party (review panel)
github_issues,526,475,,,,,third-party (review panel)
github_issues,527,2103,,,implementation|reporting / export,,third-party (review panel)
github_issues,528,994,,,documentation|bugs / reliability,,third-party (review panel)
github_issues,529,2074,,,bugs / reliability,,third-party (review panel)
github_issues,530,2015,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,531,1227,,,reporting / export|documentation|bugs / reliability,analytics,third-party (review panel)
github_issues,532,682,,,feature gaps,analytics,third-party (review panel)
github_issues,533,1593,,,reporting / export,,third-party (review panel)
github_issues,534,1226,,,bugs / reliability,,third-party (review panel)
github_issues,535,1030,,,bugs / reliability,,third-party (review panel)
github_issues,536,840,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,537,845,,,,,third-party (review panel)
github_issues,538,2090,,,,,third-party (review panel)
github_issues,539,769,,,documentation,,third-party (review panel)
github_issues,540,210,,,,,third-party (review panel)
github_issues,541,729,,,feature gaps|documentation,,third-party (review panel)
github_issues,542,954,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,543,419,,,,,third-party (review panel)
github_issues,544,524,,,documentation,,third-party (review panel)
github_issues,545,866,,,reporting / export,,third-party (review panel)
github_issues,546,904,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,547,763,,,bugs / reliability,,third-party (review panel)
github_issues,548,670,,,bugs / reliability,,third-party (review panel)
github_issues,549,1023,,,bugs / reliability,,third-party (review panel)
github_issues,550,333,,,,,third-party (review panel)
github_issues,551,1696,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,552,2083,,,bugs / reliability,,third-party (review panel)
github_issues,553,2098,,,documentation|bugs / reliability,analytics,third-party (review panel)
github_issues,554,2036,,,bugs / reliability,,third-party (review panel)
github_issues,555,459,,,,,third-party (review panel)
github_issues,556,518,,,feature gaps,,third-party (review panel)
github_issues,557,272,,,bugs / reliability,,third-party (review panel)
github_issues,558,2139,,,bugs / reliability,,third-party (review panel)
github_issues,559,758,,,bugs / reliability,,third-party (review panel)
github_issues,560,301,,,,,third-party (review panel)
github_issues,561,2072,,,implementation|feature gaps,,third-party (review panel)
github_issues,562,682,,,reporting / export,,third-party (review panel)
github_issues,563,603,,,,,third-party (review panel)
github_issues,564,71,,,,,third-party (review panel)
github_issues,565,869,,,bugs / reliability,,third-party (review panel)
github_issues,566,651,,,feature gaps,,third-party (review panel)
github_issues,567,679,,,,,third-party (review panel)
github_issues,568,2112,,,reporting / export|speed / performance|bugs / reliability,,third-party (review panel)
github_issues,569,165,,,,,third-party (review panel)
github_issues,570,752,,,bugs / reliability,reliability,third-party (review panel)
github_issues,571,2003,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,572,1100,,,implementation,,third-party (review panel)
github_issues,573,2092,,,,,third-party (review panel)
github_issues,574,719,,,,,third-party (review panel)
github_issues,575,1049,,,implementation|feature gaps,analytics,third-party (review panel)
github_issues,576,2076,,,documentation|bugs / reliability,,third-party (review panel)
github_issues,577,939,,,bugs / reliability,,third-party (review panel)
github_issues,578,690,,,,,third-party (review panel)
github_issues,579,1374,,,bugs / reliability,,third-party (review panel)
github_issues,580,1733,,,bugs / reliability,orchestration,third-party (review panel)
github_issues,581,1023,,,implementation,,third-party (review panel)
github_issues,582,693,,,documentation,,third-party (review panel)
github_issues,583,1343,,,implementation|documentation,,third-party (review panel)
github_issues,584,1264,,,reporting / export|documentation,reliability,third-party (review panel)
github_issues,585,934,,,documentation,,third-party (review panel)
github_issues,586,366,,,,,third-party (review panel)
github_issues,587,318,,,,,third-party (review panel)
github_issues,588,115,,,,,third-party (review panel)
github_issues,589,214,,,,,third-party (review panel)
github_issues,590,2069,,,bugs / reliability,,third-party (review panel)
github_issues,591,587,,,,,third-party (review panel)
github_issues,592,168,,,,,third-party (review panel)
github_issues,593,1932,,,reporting / export,,third-party (review panel)
github_issues,594,254,,,,,third-party (review panel)
github_issues,595,734,,,,,third-party (review panel)
github_issues,596,1623,,,reporting / export|documentation,,third-party (review panel)
github_issues,597,653,,,,,third-party (review panel)
github_issues,598,1608,,,bugs / reliability,,third-party (review panel)
github_issues,599,2064,,,documentation,analytics,third-party (review panel)
github_issues,600,825,,,bugs / reliability,,third-party (review panel)
github_issues,601,522,,,reporting / export|documentation,,third-party (review panel)
github_issues,602,356,,,,,third-party (review panel)
github_issues,603,839,,,implementation|feature gaps|bugs / reliability,,third-party (review panel)
github_issues,604,2051,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,605,719,,,feature gaps|documentation|bugs / reliability,,third-party (review panel)
github_issues,606,2098,,,speed / performance|bugs / reliability,,third-party (review panel)
github_issues,607,1365,,,,,third-party (review panel)
github_issues,608,1097,,,implementation,,third-party (review panel)
github_issues,609,120,,,,,third-party (review panel)
github_issues,610,843,,,implementation,,third-party (review panel)
github_issues,611,663,,,,,third-party (review panel)
github_issues,612,220,,,,,third-party (review panel)
github_issues,613,986,,,implementation|reporting / export|feature gaps|documentation,,third-party (review panel)
github_issues,614,2104,,,,analytics,third-party (review panel)
github_issues,615,1349,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,616,483,,,,,third-party (review panel)
github_issues,617,2112,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,618,678,,,documentation,,third-party (review panel)
github_issues,619,1835,,,,,third-party (review panel)
github_issues,620,318,,,,,third-party (review panel)
github_issues,621,1372,,,,,third-party (review panel)
github_issues,622,324,,,,,third-party (review panel)
github_issues,623,2051,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,624,2117,,,implementation|speed / performance,,third-party (review panel)
github_issues,625,684,,,implementation,,third-party (review panel)
github_issues,626,667,,,,,third-party (review panel)
github_issues,627,89,,,,,third-party (review panel)
github_issues,628,1924,,,bugs / reliability,,third-party (review panel)
github_issues,629,1476,,,documentation,,third-party (review panel)
github_issues,630,2089,,,,,third-party (review panel)
github_issues,631,2100,,,reporting / export,,third-party (review panel)
github_issues,632,1317,,,,AI features,third-party (review panel)
github_issues,633,2063,,,implementation|bugs / reliability,,third-party (review panel)
github_issues,634,200,,,,,third-party (review panel)
github_issues,635,281,,,feature gaps,,third-party (review panel)
github_issues,636,2069,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,637,510,,,implementation,,third-party (review panel)
github_issues,638,2021,,,implementation|reporting / export,,third-party (review panel)
github_issues,639,1793,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,640,76,,,bugs / reliability,,third-party (review panel)
github_issues,641,243,,,,,third-party (review panel)
github_issues,642,139,,,documentation,,third-party (review panel)
github_issues,643,283,,,,,third-party (review panel)
github_issues,644,1050,,,support|bugs / reliability,,third-party (review panel)
github_issues,645,1542,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,646,1134,,,reporting / export|bugs / reliability,,third-party (review panel)
github_issues,647,430,,,,,third-party (review panel)
github_issues,648,369,,,,,third-party (review panel)
github_issues,649,2106,,,reporting / export|documentation,,third-party (review panel)
github_issues,650,349,,,,,third-party (review panel)
github_issues,651,855,,,documentation,,third-party (review panel)
github_issues,652,823,,,,,third-party (review panel)
github_issues,653,608,,,,,third-party (review panel)
github_issues,654,244,,,documentation,,third-party (review panel)
github_issues,655,64,,,,,third-party (review panel)
github_issues,656,1518,,,reporting / export|documentation,,third-party (review panel)
github_issues,657,326,,,implementation,,third-party (review panel)
github_issues,658,313,,,,,third-party (review panel)
github_issues,659,422,,,,,third-party (review panel)
github_issues,660,261,,,bugs / reliability,,third-party (review panel)
github_issues,661,977,,,,,third-party (review panel)
github_issues,662,810,,,bugs / reliability,,third-party (review panel)
github_issues,663,1065,,,,,third-party (review panel)
github_issues,664,543,,,implementation|documentation,,third-party (review panel)
github_issues,665,1634,,,reporting / export|documentation,,third-party (review panel)
github_issues,666,358,,,,,third-party (review panel)
github_issues,667,1071,,,implementation|reporting / export|documentation,,third-party (review panel)
github_issues,668,1815,,,feature gaps,,third-party (review panel)
github_issues,669,295,,,documentation,,third-party (review panel)
github_issues,670,1039,,,feature gaps,,third-party (review panel)
github_issues,671,304,,,,,third-party (review panel)
github_issues,672,623,,,feature gaps|documentation,,third-party (review panel)
github_issues,673,497,,,,,third-party (review panel)
github_issues,674,2113,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,675,1122,,,,,third-party (review panel)
github_issues,676,867,,,,,third-party (review panel)
github_issues,677,753,,,,,third-party (review panel)
github_issues,678,2157,,,reporting / export|documentation,,third-party (review panel)
github_issues,679,844,,,feature gaps,,third-party (review panel)
github_issues,680,694,,,documentation,analytics,third-party (review panel)
github_issues,681,435,,,documentation,,third-party (review panel)
github_issues,682,1172,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,683,2083,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,684,736,,,documentation|support,AI features,third-party (review panel)
github_issues,685,336,,,,,third-party (review panel)
github_issues,686,679,,,reporting / export,,third-party (review panel)
github_issues,687,1613,,,,,third-party (review panel)
github_issues,688,1382,,,implementation,,third-party (review panel)
github_issues,689,2129,,,reporting / export|documentation|bugs / reliability,,third-party (review panel)
github_issues,690,2066,,,implementation|documentation,,third-party (review panel)
github_issues,691,2075,,,implementation|documentation,,third-party (review panel)
github_issues,692,1397,,,reporting / export|documentation,,third-party (review panel)
github_issues,693,1481,,,implementation|reporting / export,,third-party (review panel)
github_issues,694,1832,,,reporting / export|documentation|support,,third-party (review panel)
github_issues,695,287,,,,,third-party (review panel)
github_issues,696,1852,,,,,third-party (review panel)
github_issues,697,254,,,bugs / reliability,,third-party (review panel)
github_issues,698,367,,,,,third-party (review panel)
github_issues,699,1353,,,,,third-party (review panel)
github_issues,700,715,,,reporting / export,,third-party (review panel)
github_issues,701,471,,,,,third-party (review panel)
github_issues,702,1024,,,reporting / export|documentation,,third-party (review panel)
github_issues,703,645,,,,,third-party (review panel)
github_issues,704,217,,,,,third-party (review panel)
github_issues,705,1224,,,,,third-party (review panel)
github_issues,706,305,,,,,third-party (review panel)
github_issues,707,436,,,documentation,,third-party (review panel)
github_issues,708,249,,,feature gaps,,third-party (review panel)
github_issues,709,1286,,,reporting / export|documentation,,third-party (review panel)
github_issues,710,187,,,,,third-party (review panel)
github_issues,711,288,,,,,third-party (review panel)
github_issues,712,673,,,,,third-party (review panel)
github_issues,713,909,,,,,third-party (review panel)
github_issues,714,154,,,,,third-party (review panel)
github_issues,715,951,,,documentation,,third-party (review panel)
github_issues,716,1023,,,,,third-party (review panel)
github_issues,717,352,,,implementation,,third-party (review panel)
github_issues,718,479,,,,,third-party (review panel)
github_issues,719,303,,,,,third-party (review panel)
github_issues,720,1038,,,implementation|feature gaps,,third-party (review panel)
github_issues,721,903,,,,,third-party (review panel)
github_issues,722,221,,,,,third-party (review panel)
github_issues,723,707,,,,,third-party (review panel)
github_issues,724,587,,,,,third-party (review panel)
github_issues,725,418,,,,,third-party (review panel)
github_issues,726,538,,,,,third-party (review panel)
github_issues,727,65,,,,,third-party (review panel)
github_issues,728,872,,,documentation,,third-party (review panel)
github_issues,729,587,,,,,third-party (review panel)
github_issues,730,698,,,,,third-party (review panel)
github_issues,731,1502,,,,,third-party (review panel)
github_issues,732,487,,,implementation,,third-party (review panel)
github_issues,733,661,,,implementation,,third-party (review panel)
github_issues,734,1921,,,implementation,,third-party (review panel)
github_issues,735,742,,,implementation,,third-party (review panel)
github_issues,736,1362,,,documentation,,third-party (review panel)
github_issues,737,244,,,documentation,,third-party (review panel)
github_issues,738,490,,,,,third-party (review panel)
github_issues,739,2062,,,,,third-party (review panel)
github_issues,740,302,,,,,third-party (review panel)
github_issues,741,833,,,,,third-party (review panel)
github_issues,742,678,,,,,third-party (review panel)
github_issues,743,2071,,,,,third-party (review panel)
github_issues,744,2134,,,feature gaps|documentation,analytics,third-party (review panel)
github_issues,745,1166,,,,,third-party (review panel)
github_issues,746,1067,,,documentation,,third-party (review panel)
github_issues,747,1134,,,,,third-party (review panel)
github_issues,748,1049,,,,,third-party (review panel)
github_issues,749,186,,,,,third-party (review panel)
github_issues,750,616,,,,,third-party (review panel)
github_issues,751,846,,,feature gaps|documentation,,third-party (review panel)
github_issues,752,920,,,feature gaps,analytics,third-party (review panel)
github_issues,753,453,,,,,third-party (review panel)
github_issues,754,1027,,,documentation,analytics,third-party (review panel)
github_issues,755,402,,,,,third-party (review panel)
github_issues,756,385,,,documentation,,third-party (review panel)
github_issues,757,610,,,,,third-party (review panel)
github_issues,758,1121,,,,,third-party (review panel)
github_issues,759,736,,,documentation,,third-party (review panel)
github_issues,760,363,,,,,third-party (review panel)
github_issues,761,495,,,,,third-party (review panel)
github_issues,762,1099,,,documentation,,third-party (review panel)
github_issues,763,1341,,,documentation,,third-party (review panel)
github_issues,764,637,,,,AI features,third-party (review panel)
github_issues,765,848,,,,,third-party (review panel)
github_issues,766,1037,,,implementation|feature gaps,,third-party (review panel)
github_issues,767,962,,,,,third-party (review panel)
github_issues,768,656,,,,,third-party (review panel)
github_issues,769,1475,,,reporting / export|documentation,,third-party (review panel)
github_issues,770,865,,,reporting / export|documentation,,third-party (review panel)
github_issues,771,2071,,,,,third-party (review panel)
github_issues,772,320,,,price / cost,,third-party (review panel)
github_issues,773,808,,,reporting / export,,third-party (review panel)
github_issues,774,952,,,feature gaps,,third-party (review panel)
github_issues,775,632,,,,,third-party (review panel)
github_issues,776,1091,,,,,third-party (review panel)
github_issues,777,335,,,templates / editor,,third-party (review panel)
github_issues,778,377,,,,,third-party (review panel)
github_issues,779,659,,,,,third-party (review panel)
github_issues,780,520,,,speed / performance,,third-party (review panel)
github_issues,781,362,,,,,third-party (review panel)
github_issues,782,695,,,,,third-party (review panel)
github_issues,783,924,,,feature gaps,,third-party (review panel)
github_issues,784,698,,,,,third-party (review panel)
github_issues,785,1555,,,implementation|documentation,,third-party (review panel)
github_issues,786,863,,,,,third-party (review panel)
github_issues,787,577,,,,,third-party (review panel)
github_issues,788,259,,,feature gaps,,third-party (review panel)
github_issues,789,214,,,,,third-party (review panel)
github_issues,790,959,,,documentation|bugs / reliability,,third-party (review panel)
github_issues,791,1972,,,,,third-party (review panel)
github_issues,792,149,,,,,third-party (review panel)
github_issues,793,1044,,,documentation,,third-party (review panel)
github_issues,794,1675,,,reporting / export,,third-party (review panel)
github_issues,795,273,,,,,third-party (review panel)
github_issues,796,542,,,,,third-party (review panel)
github_issues,797,567,,,,,third-party (review panel)
github_issues,798,155,,,,,third-party (review panel)
github_issues,799,313,,,,,third-party (review panel)
github_issues,800,231,,,bugs / reliability,,third-party (review panel)
github_issues,801,257,,,,,third-party (review panel)
github_issues,802,2086,,,,,third-party (review panel)
github_issues,803,217,,,,,third-party (review panel)
github_issues,804,842,,,,,third-party (review panel)
github_issues,805,468,,,implementation,,third-party (review panel)
github_issues,806,1245,,,,orchestration,third-party (review panel)
github_issues,807,201,,,documentation,AI features,third-party (review panel)
github_issues,808,110,,,bugs / reliability,,third-party (review panel)
github_issues,809,224,,,,,third-party (review panel)
github_issues,810,453,,,,,third-party (review panel)
github_issues,811,285,,,,,third-party (review panel)
github_issues,812,1814,,,,,third-party (review panel)
github_issues,813,840,,,implementation|reporting / export|documentation,,third-party (review panel)
github_issues,814,1905,,,implementation|documentation,,third-party (review panel)
github_issues,815,895,,,,,third-party (review panel)
github_issues,816,312,,,,,third-party (review panel)
github_issues,817,280,,,,,third-party (review panel)
github_issues,818,1009,,,documentation,,third-party (review panel)
github_issues,819,414,,,,,third-party (review panel)
github_issues,820,311,,,,,third-party (review panel)
github_issues,821,978,,,,,third-party (review panel)
github_issues,822,2075,,,,,third-party (review panel)
github_issues,823,238,,,documentation,,third-party (review panel)
github_issues,824,617,,,,,third-party (review panel)
github_issues,825,309,,,,,third-party (review panel)
github_issues,826,566,,,,,third-party (review panel)
github_issues,827,94,,,,,third-party (review panel)
github_issues,828,309,,,,,third-party (review panel)
github_issues,829,382,,,documentation,,third-party (review panel)
github_issues,830,1120,,,reporting / export,,third-party (review panel)
github_issues,831,336,,,,,third-party (review panel)
github_issues,832,558,,,implementation|reporting / export,,third-party (review panel)
github_issues,833,828,,,,,third-party (review panel)
github_issues,834,450,,,,,third-party (review panel)
github_issues,835,795,,,,,third-party (review panel)
github_issues,836,889,,,documentation,,third-party (review panel)
github_issues,837,265,,,,,third-party (review panel)
github_issues,838,127,,,,,third-party (review panel)
github_issues,839,142,,,,,third-party (review panel)
github_issues,840,253,,,,,third-party (review panel)
github_issues,841,196,,,documentation,,third-party (review panel)
glassdoor,1,4297,4.1,,reporting / export|feature gaps,AI features,third-party (review panel)
glassdoor,2,385,4.0,,,AI features,third-party (review panel)
glassdoor,3,311,5.0,,speed / performance,AI features,third-party (review panel)
glassdoor,4,713,5.0,,,AI features,third-party (review panel)
glassdoor,5,1048,4.0,,,AI features,third-party (review panel)
glassdoor,6,384,4.0,,implementation,AI features,third-party (review panel)
jobs,1,4016,,smb,,support|reliability|AI features,third-party (review panel)
trustradius,1,1650,,,reporting / export|feature gaps|price / cost|bugs / reliability,ease of use|orchestration|channels / reach|personalisation|analytics|AI features,third-party (review panel)
trustradius,2,165,,,,,third-party (review panel)
trustradius,3,1781,4,enterprise,templates / editor|documentation|price / cost,orchestration|AI features,third-party (review panel)
trustradius,4,2494,5,,reporting / export,orchestration|reliability|AI features,third-party (review panel)
trustradius,5,631,4,,,AI features,third-party (review panel)
