form,filed,period,accession,primary_doc,description,items,url,evidence
4,2024-07-19,2024-07-17,0001676238-24-000139,xslF345X05/wk-form4_1721424003.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000139/xslF345X05/wk-form4_1721424003.xml,statutory (SEC EDGAR)
4,2024-07-17,2024-07-15,0001676238-24-000137,xslF345X05/wk-form4_1721256169.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000137/xslF345X05/wk-form4_1721256169.xml,statutory (SEC EDGAR)
4,2024-07-17,2024-07-15,0001676238-24-000135,xslF345X05/wk-form4_1721255625.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000135/xslF345X05/wk-form4_1721255625.xml,statutory (SEC EDGAR)
4,2024-07-17,2024-07-15,0000950170-24-084289,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024084289/xslF345X05/ownership.xml,statutory (SEC EDGAR)
144,2024-07-17,,0001950047-24-005487,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724005487/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2024-07-16,,0001950047-24-005448,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724005448/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2024-07-15,,0001972362-24-000958,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000958/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2024-07-15,,0001950047-24-005410,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724005410/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-07-15,2024-07-11,0001676238-24-000133,xslF345X05/wk-form4_1721074943.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000133/xslF345X05/wk-form4_1721074943.xml,statutory (SEC EDGAR)
144,2024-07-11,,0001950047-24-005333,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724005333/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-07-08,2024-07-01,0001676238-24-000130,xslF345X05/wk-form4_1720442070.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000130/xslF345X05/wk-form4_1720442070.xml,statutory (SEC EDGAR)
4,2024-07-02,2024-06-28,0001676238-24-000129,xslF345X05/wk-form4_1719954217.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000129/xslF345X05/wk-form4_1719954217.xml,statutory (SEC EDGAR)
8-K,2024-07-02,2024-06-27,0001676238-24-000127,brz-20240627.htm,8-K,5.07,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000127/brz-20240627.htm,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000124,xslF345X05/wk-form4_1719616688.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000124/xslF345X05/wk-form4_1719616688.xml,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000122,xslF345X05/wk-form4_1719616573.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000122/xslF345X05/wk-form4_1719616573.xml,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000120,xslF345X05/wk-form4_1719616427.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000120/xslF345X05/wk-form4_1719616427.xml,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000118,xslF345X05/wk-form4_1719616326.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000118/xslF345X05/wk-form4_1719616326.xml,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000116,xslF345X05/wk-form4_1719616152.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000116/xslF345X05/wk-form4_1719616152.xml,statutory (SEC EDGAR)
4,2024-06-28,2024-06-27,0001676238-24-000114,xslF345X05/wk-form4_1719616035.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000114/xslF345X05/wk-form4_1719616035.xml,statutory (SEC EDGAR)
144,2024-06-28,,0001972362-24-000939,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000939/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-06-25,2024-06-21,0001676238-24-000112,xslF345X05/wk-form4_1719351894.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000112/xslF345X05/wk-form4_1719351894.xml,statutory (SEC EDGAR)
4,2024-06-25,2024-06-21,0001676238-24-000110,xslF345X05/wk-form4_1719351665.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000110/xslF345X05/wk-form4_1719351665.xml,statutory (SEC EDGAR)
144,2024-06-21,,0001972362-24-000926,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000926/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-06-18,2024-06-14,0000950170-24-075076,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024075076/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-06-18,2024-06-14,0000950170-24-075065,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024075065/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-06-18,2024-06-14,0001676238-24-000108,xslF345X05/wk-form4_1718745094.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000108/xslF345X05/wk-form4_1718745094.xml,statutory (SEC EDGAR)
4,2024-06-18,2024-06-14,0001676238-24-000106,xslF345X05/wk-form4_1718744891.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000106/xslF345X05/wk-form4_1718744891.xml,statutory (SEC EDGAR)
4,2024-06-12,2024-06-10,0000950170-24-072547,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024072547/xslF345X05/ownership.xml,statutory (SEC EDGAR)
10-Q,2024-06-07,2024-04-30,0001676238-24-000103,brze-20240430.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000103/brze-20240430.htm,statutory (SEC EDGAR)
8-K,2024-06-06,2024-06-06,0001676238-24-000101,brz-20240606.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623824000101/brz-20240606.htm,statutory (SEC EDGAR)
4,2024-06-05,2024-06-03,0001676238-24-000097,xslF345X05/wk-form4_1717620010.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000097/xslF345X05/wk-form4_1717620010.xml,statutory (SEC EDGAR)
4,2024-06-03,2024-05-30,0001676238-24-000093,xslF345X05/wk-form4_1717446656.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000093/xslF345X05/wk-form4_1717446656.xml,statutory (SEC EDGAR)
4,2024-06-03,2024-06-03,0001676238-24-000091,xslF345X05/wk-form4_1717446537.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000091/xslF345X05/wk-form4_1717446537.xml,statutory (SEC EDGAR)
3,2024-06-03,2024-06-03,0001676238-24-000089,xslF345X02/wk-form3_1717446248.xml,FORM 3,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000089/xslF345X02/wk-form3_1717446248.xml,statutory (SEC EDGAR)
8-K,2024-06-03,2024-06-03,0001676238-24-000087,brz-20240603.htm,8-K,"5.02,7.01,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623824000087/brz-20240603.htm,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000082,xslF345X05/wk-form4_1716245786.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000082/xslF345X05/wk-form4_1716245786.xml,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000080,xslF345X05/wk-form4_1716245650.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000080/xslF345X05/wk-form4_1716245650.xml,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000078,xslF345X05/wk-form4_1716245467.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000078/xslF345X05/wk-form4_1716245467.xml,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000076,xslF345X05/wk-form4_1716244568.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000076/xslF345X05/wk-form4_1716244568.xml,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000074,xslF345X05/wk-form4_1716244358.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000074/xslF345X05/wk-form4_1716244358.xml,statutory (SEC EDGAR)
4,2024-05-20,2024-05-16,0001676238-24-000072,xslF345X05/wk-form4_1716244245.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000072/xslF345X05/wk-form4_1716244245.xml,statutory (SEC EDGAR)
144,2024-05-20,,0001950047-24-003919,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724003919/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
144,2024-05-20,,0001950047-24-003918,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724003918/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-05-17,2024-05-15,0001676238-24-000070,xslF345X05/wk-form4_1715979208.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000070/xslF345X05/wk-form4_1715979208.xml,statutory (SEC EDGAR)
144,2024-05-17,,0001950047-24-003879,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724003879/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
ARS,2024-05-14,2024-01-31,0001140361-24-025968,ny20023869x3_ars.pdf,ARS,,https://www.sec.gov/Archives/edgar/data/1676238/000114036124025968/ny20023869x3_ars.pdf,statutory (SEC EDGAR)
DEFA14A,2024-05-14,,0001140361-24-025966,ny20023869x2_defa14a.htm,DEFA14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036124025966/ny20023869x2_defa14a.htm,statutory (SEC EDGAR)
DEF 14A,2024-05-14,2024-06-27,0001140361-24-025963,ny20023869x1_def14a.htm,DEF 14A,,https://www.sec.gov/Archives/edgar/data/1676238/000114036124025963/ny20023869x1_def14a.htm,statutory (SEC EDGAR)
4,2024-05-07,2024-05-03,0001676238-24-000067,xslF345X05/wk-form4_1715116292.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000067/xslF345X05/wk-form4_1715116292.xml,statutory (SEC EDGAR)
4,2024-05-03,2024-05-01,0001676238-24-000065,xslF345X05/wk-form4_1714769305.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000065/xslF345X05/wk-form4_1714769305.xml,statutory (SEC EDGAR)
144,2024-05-03,,0001950047-24-003363,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724003363/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-04-23,2024-04-15,0001676238-24-000063,xslF345X05/wk-form4_1713906201.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000063/xslF345X05/wk-form4_1713906201.xml,statutory (SEC EDGAR)
4,2024-04-17,2024-04-15,0001676238-24-000061,xslF345X05/wk-form4_1713387731.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000061/xslF345X05/wk-form4_1713387731.xml,statutory (SEC EDGAR)
4,2024-04-16,2024-04-12,0001676238-24-000059,xslF345X05/wk-form4_1713305067.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000059/xslF345X05/wk-form4_1713305067.xml,statutory (SEC EDGAR)
4,2024-04-16,2024-04-12,0000950170-24-044824,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024044824/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-04-16,2024-04-12,0000950170-24-044816,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024044816/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-04-15,2024-04-11,0001676238-24-000057,xslF345X05/wk-form4_1713222844.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000057/xslF345X05/wk-form4_1713222844.xml,statutory (SEC EDGAR)
144,2024-04-12,,0001972362-24-000504,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000504/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-04-12,2024-04-10,0001676238-24-000055,xslF345X05/wk-form4_1712955960.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000055/xslF345X05/wk-form4_1712955960.xml,statutory (SEC EDGAR)
144,2024-04-11,,0001950047-24-003046,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724003046/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-04-08,2024-04-04,0001676238-24-000053,xslF345X05/wk-form4_1712616609.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000053/xslF345X05/wk-form4_1712616609.xml,statutory (SEC EDGAR)
144,2024-04-04,,0001972362-24-000492,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000492/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-04-01,2024-03-28,0001676238-24-000051,xslF345X05/wk-form4_1712003900.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000051/xslF345X05/wk-form4_1712003900.xml,statutory (SEC EDGAR)
S-8,2024-04-01,,0000950103-24-004731,dp209248_s8.htm,FORM S-8,,https://www.sec.gov/Archives/edgar/data/1676238/000095010324004731/dp209248_s8.htm,statutory (SEC EDGAR)
10-K,2024-04-01,2024-01-31,0001676238-24-000049,brze-20240131.htm,10-K,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000049/brze-20240131.htm,statutory (SEC EDGAR)
8-K,2024-03-27,2024-03-27,0001676238-24-000047,brz-20240327.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623824000047/brz-20240327.htm,statutory (SEC EDGAR)
4,2024-03-26,2024-03-22,0000950170-24-036610,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024036610/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-03-26,2024-03-22,0000950170-24-036603,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017024036603/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2024-03-19,2024-03-15,0001676238-24-000038,xslF345X05/wk-form4_1710883509.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000038/xslF345X05/wk-form4_1710883509.xml,statutory (SEC EDGAR)
4,2024-03-18,2024-03-14,0001676238-24-000036,xslF345X05/wk-form4_1710796979.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000036/xslF345X05/wk-form4_1710796979.xml,statutory (SEC EDGAR)
144,2024-03-15,,0001950047-24-002361,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724002361/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000034,xslF345X05/wk-form4_1708556178.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000034/xslF345X05/wk-form4_1708556178.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000032,xslF345X05/wk-form4_1708555911.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000032/xslF345X05/wk-form4_1708555911.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000030,xslF345X05/wk-form4_1708555479.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000030/xslF345X05/wk-form4_1708555479.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000028,xslF345X05/wk-form4_1708555141.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000028/xslF345X05/wk-form4_1708555141.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000026,xslF345X05/wk-form4_1708554893.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000026/xslF345X05/wk-form4_1708554893.xml,statutory (SEC EDGAR)
4,2024-02-21,2024-02-16,0001676238-24-000024,xslF345X05/wk-form4_1708554697.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000024/xslF345X05/wk-form4_1708554697.xml,statutory (SEC EDGAR)
4,2024-02-20,2024-02-15,0001676238-24-000022,xslF345X05/wk-form4_1708467692.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000022/xslF345X05/wk-form4_1708467692.xml,statutory (SEC EDGAR)
144,2024-02-20,,0001950047-24-001131,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724001131/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-02-15,2024-02-13,0001676238-24-000020,xslF345X05/wk-form4_1708036811.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000020/xslF345X05/wk-form4_1708036811.xml,statutory (SEC EDGAR)
SC 13G/A,2024-02-14,,0001193125-24-036501,d784112dsc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000119312524036501/d784112dsc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-14,,0000950103-24-002198,dp206686_sc13ga-2.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010324002198/dp206686_sc13ga-2.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-14,,0000950103-24-002197,dp206685_sc13ga-2.htm,FORM SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000095010324002197/dp206685_sc13ga-2.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-14,,0001104659-24-023707,tm245429d29_sc13ga.htm,SC 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465924023707/tm245429d29_sc13ga.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-14,,0001011438-24-000237,form_sc13ga-braze.htm,,,https://www.sec.gov/Archives/edgar/data/1676238/000101143824000237/form_sc13ga-braze.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-13,,0001104659-24-020465,tv0468-brazeincclassa.htm,SCHEDULE 13G/A,,https://www.sec.gov/Archives/edgar/data/1676238/000110465924020465/tv0468-brazeincclassa.htm,statutory (SEC EDGAR)
SC 13G/A,2024-02-12,,0000895421-24-000242,BrazeIncBRZE.txt,MS AMENDMENT,,https://www.sec.gov/Archives/edgar/data/1676238/000089542124000242/BrazeIncBRZE.txt,statutory (SEC EDGAR)
4,2024-02-05,2024-02-01,0001676238-24-000018,xslF345X05/wk-form4_1707176735.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000018/xslF345X05/wk-form4_1707176735.xml,statutory (SEC EDGAR)
4,2024-02-05,2024-02-01,0001676238-24-000016,xslF345X05/wk-form4_1707176556.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000016/xslF345X05/wk-form4_1707176556.xml,statutory (SEC EDGAR)
4,2024-02-05,2024-02-01,0001676238-24-000014,xslF345X05/wk-form4_1707176301.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000014/xslF345X05/wk-form4_1707176301.xml,statutory (SEC EDGAR)
4,2024-02-05,2024-02-01,0001676238-24-000012,xslF345X05/wk-form4_1707175985.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000012/xslF345X05/wk-form4_1707175985.xml,statutory (SEC EDGAR)
4,2024-02-05,2024-02-01,0001676238-24-000010,xslF345X05/wk-form4_1707175764.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000010/xslF345X05/wk-form4_1707175764.xml,statutory (SEC EDGAR)
SC 13G,2024-01-29,,0001086364-24-005546,us10576n1028_012924.txt,,,https://www.sec.gov/Archives/edgar/data/1676238/000108636424005546/us10576n1028_012924.txt,statutory (SEC EDGAR)
4,2024-01-18,2024-01-16,0001676238-24-000008,xslF345X05/wk-form4_1705613871.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000008/xslF345X05/wk-form4_1705613871.xml,statutory (SEC EDGAR)
4,2024-01-17,2024-01-12,0001676238-24-000006,xslF345X05/wk-form4_1705529009.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000006/xslF345X05/wk-form4_1705529009.xml,statutory (SEC EDGAR)
144,2024-01-12,,0001972362-24-000026,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236224000026/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-01-11,2024-01-09,0001676238-24-000004,xslF345X05/wk-form4_1705011187.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000004/xslF345X05/wk-form4_1705011187.xml,statutory (SEC EDGAR)
144,2024-01-09,,0001950047-24-000232,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004724000232/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2024-01-05,2024-01-03,0001676238-24-000002,xslF345X05/wk-form4_1704490279.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623824000002/xslF345X05/wk-form4_1704490279.xml,statutory (SEC EDGAR)
4,2023-12-29,2023-12-28,0001676238-23-000219,xslF345X05/wk-form4_1703889065.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000219/xslF345X05/wk-form4_1703889065.xml,statutory (SEC EDGAR)
4,2023-12-27,2023-12-22,0001209191-23-059778,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123059778/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-12-21,2023-12-19,0001676238-23-000217,xslF345X05/wk-form4_1703196877.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000217/xslF345X05/wk-form4_1703196877.xml,statutory (SEC EDGAR)
4,2023-12-19,2023-12-15,0001676238-23-000215,xslF345X05/wk-form4_1703025558.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000215/xslF345X05/wk-form4_1703025558.xml,statutory (SEC EDGAR)
144,2023-12-19,,0001950047-23-006312,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723006312/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-12-18,2023-12-14,0001676238-23-000213,xslF345X05/wk-form4_1702939034.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000213/xslF345X05/wk-form4_1702939034.xml,statutory (SEC EDGAR)
4,2023-12-18,2023-12-14,0000950170-23-071119,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017023071119/xslF345X05/ownership.xml,statutory (SEC EDGAR)
4,2023-12-18,2023-12-14,0000950170-23-071112,xslF345X05/ownership.xml,4,,https://www.sec.gov/Archives/edgar/data/1676238/000095017023071112/xslF345X05/ownership.xml,statutory (SEC EDGAR)
144,2023-12-18,,0001950047-23-006220,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723006220/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-12-15,2023-12-13,0001676238-23-000211,xslF345X05/wk-form4_1702679994.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000211/xslF345X05/wk-form4_1702679994.xml,statutory (SEC EDGAR)
144,2023-12-15,,0001950047-23-006152,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723006152/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-12-15,2023-12-13,0001209191-23-058764,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123058764/xslF345X05/doc4.xml,statutory (SEC EDGAR)
144,2023-12-13,,0001972362-23-001173,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000197236223001173/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-12-12,2023-12-12,0001209191-23-058400,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123058400/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-12-12,2023-12-08,0001209191-23-058398,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123058398/xslF345X05/doc4.xml,statutory (SEC EDGAR)
4,2023-12-12,2023-12-08,0001209191-23-058396,xslF345X05/doc4.xml,FORM 4 SUBMISSION,,https://www.sec.gov/Archives/edgar/data/1676238/000120919123058396/xslF345X05/doc4.xml,statutory (SEC EDGAR)
10-Q,2023-12-07,2023-10-31,0001676238-23-000209,brze-20231031.htm,10-Q,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000209/brze-20231031.htm,statutory (SEC EDGAR)
8-K,2023-12-06,2023-12-06,0001676238-23-000207,brz-20231206.htm,8-K,"2.02,9.01",https://www.sec.gov/Archives/edgar/data/1676238/000167623823000207/brz-20231206.htm,statutory (SEC EDGAR)
4,2023-12-05,2023-12-01,0001676238-23-000203,xslF345X05/wk-form4_1701815944.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000203/xslF345X05/wk-form4_1701815944.xml,statutory (SEC EDGAR)
144,2023-12-01,,0001950047-23-005551,xsl144X01/primary_doc.xml,,,https://www.sec.gov/Archives/edgar/data/1676238/000195004723005551/xsl144X01/primary_doc.xml,statutory (SEC EDGAR)
4,2023-11-22,2023-11-20,0001676238-23-000199,xslF345X05/wk-form4_1700694468.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000199/xslF345X05/wk-form4_1700694468.xml,statutory (SEC EDGAR)
4,2023-11-22,2023-11-20,0001676238-23-000197,xslF345X05/wk-form4_1700694253.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000197/xslF345X05/wk-form4_1700694253.xml,statutory (SEC EDGAR)
4,2023-11-20,2023-11-16,0001676238-23-000195,xslF345X05/wk-form4_1700525328.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000195/xslF345X05/wk-form4_1700525328.xml,statutory (SEC EDGAR)
4,2023-11-20,2023-11-16,0001676238-23-000192,xslF345X05/wk-form4_1700525074.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000192/xslF345X05/wk-form4_1700525074.xml,statutory (SEC EDGAR)
4,2023-11-20,2023-11-16,0001676238-23-000190,xslF345X05/wk-form4_1700524865.xml,FORM 4,,https://www.sec.gov/Archives/edgar/data/1676238/000167623823000190/xslF345X05/wk-form4_1700524865.xml,statutory (SEC EDGAR)
